Hours_Studied,Attendance,Parental_Involvement,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Gender,Exam_Score
18,86,Low,Yes,9,62,Medium,Yes,4,Medium,Medium,Public,2,Female,67
27,87,Medium,Yes,7,78,Low,Yes,3,Low,Medium,Private,5,Female,71
29,90,High,Yes,7,94,Medium,Yes,1,Low,Low,Private,4,Female,73
26,80,Medium,No,4,91,Low,Yes,1,Low,Medium,Private,3,Male,67
17,96,High,Yes,7,84,Medium,Yes,2,Low,High,Private,3,Female,72
22,97,Medium,No,7,79,High,Yes,2,Medium,High,Public,0,Male,71
20,92,Medium,Yes,4,82,High,Yes,0,Medium,Medium,Public,4,Male,72
15,85,High,Yes,7,61,Medium,Yes,1,Medium,High,Public,3,Male,68
22,72,Low,Yes,5,80,Medium,Yes,2,Low,High,Public,3,Female,65
13,99,High,No,6,75,Low,Yes,1,Medium,Medium,Public,4,Female,68
27,71,Medium,No,8,69,Medium,Yes,1,High,Medium,Public,4,Male,67
17,68,Medium,No,7,94,High,Yes,1,High,Medium,Private,4,Female,66
21,78,Medium,Yes,6,91,Medium,Yes,0,Medium,Low,Private,1,Male,64
22,62,High,No,6,54,Medium,Yes,3,Low,Medium,Private,3,Male,65
18,99,Medium,No,6,99,Medium,Yes,0,Low,Medium,Public,3,Male,69
24,84,Medium,Yes,7,61,Medium,Yes,2,Medium,Medium,Public,2,Male,68
17,82,High,No,5,61,Medium,Yes,3,Medium,Medium,Public,4,Male,69
25,86,Medium,Yes,9,97,Low,Yes,1,High,Medium,Private,3,Male,70
12,80,High,No,5,72,Medium,Yes,1,High,Medium,Private,4,Female,65
21,61,Medium,No,4,90,Low,Yes,2,Medium,Low,Public,3,Male,63
32,84,Low,Yes,8,64,Medium,Yes,1,Low,High,Private,3,Female,71
14,89,Medium,Yes,6,94,Low,Yes,0,Low,Medium,Private,2,Male,68
16,77,Medium,Yes,7,92,High,Yes,5,Low,High,Public,3,Female,70
23,90,Medium,Yes,8,76,High,Yes,2,Medium,Low,Public,3,Female,72
21,69,Medium,Yes,6,85,Medium,Yes,3,Low,Low,Public,1,Female,64
22,69,Low,No,7,98,Low,Yes,0,Low,Medium,Public,2,Male,64
23,66,Medium,Yes,8,73,High,Yes,2,High,Medium,Public,2,Female,66
24,75,Medium,Yes,9,75,High,Yes,0,Medium,High,Public,3,Male,69
27,94,Medium,No,6,86,Medium,Yes,2,Medium,Medium,Private,2,Female,71
22,93,Medium,Yes,6,69,High,Yes,0,High,Low,Public,3,Male,69
19,75,High,No,8,98,Low,Yes,1,Low,Medium,Public,3,Male,67
24,84,Low,Yes,7,52,Medium,Yes,0,Low,High,Public,3,Male,66
31,89,Medium,No,7,70,Medium,Yes,2,Low,High,Public,2,Female,71
19,70,Medium,Yes,9,86,Low,Yes,2,High,Medium,Public,2,Male,63
14,67,Medium,No,4,71,Medium,Yes,0,High,Medium,Public,4,Female,62
27,99,Medium,No,5,63,Medium,Yes,0,Medium,High,Public,4,Female,73
19,85,High,No,4,71,Low,Yes,1,Medium,High,Public,3,Female,66
7,99,High,Yes,9,94,Medium,Yes,3,High,High,Public,2,Male,72
25,74,High,Yes,8,77,Low,Yes,1,Low,Medium,Public,2,Female,67
17,88,Low,No,5,67,Medium,No,0,Medium,High,Public,3,Male,65
19,69,Medium,Yes,7,84,Medium,Yes,2,Medium,Medium,Public,4,Male,66
22,70,High,Yes,7,81,Low,Yes,3,Medium,Medium,Public,2,Female,68
21,80,Medium,Yes,4,78,Medium,Yes,1,Medium,High,Private,4,Female,69
24,73,High,Yes,7,70,Medium,Yes,0,High,Medium,Public,3,Female,68
17,67,Medium,Yes,5,54,Medium,Yes,0,Low,Medium,Public,2,Male,61
23,71,High,Yes,8,81,Medium,Yes,3,Medium,High,Private,2,Male,68
18,61,High,Yes,5,71,Low,Yes,3,High,High,Private,3,Male,64
24,88,Medium,Yes,7,71,Low,No,1,Low,High,Public,3,Male,67
24,80,Low,Yes,9,62,High,Yes,3,High,Low,Public,3,Male,68
14,64,Medium,No,8,62,Low,Yes,1,Medium,High,Public,4,Male,61
27,67,High,No,8,89,Low,Yes,1,Low,Low,Public,3,Female,66
17,64,High,Yes,7,74,Low,Yes,2,Medium,Low,Public,2,Female,64
25,85,Low,No,5,55,Low,Yes,3,High,Medium,Public,3,Female,67
22,64,Medium,No,6,52,Low,Yes,2,High,Medium,Private,4,Female,64
31,90,High,No,7,61,Low,Yes,0,Low,Medium,Public,3,Male,72
19,61,Medium,No,7,74,Low,Yes,2,High,Medium,Public,3,Male,62
18,70,High,Yes,5,81,Low,Yes,2,Low,Medium,Private,2,Female,63
20,96,High,No,8,57,Low,Yes,1,Low,Medium,Private,4,Male,70
18,89,High,No,5,72,Low,Yes,3,Medium,Medium,Public,3,Male,69
25,63,Low,Yes,9,54,Medium,Yes,3,Medium,Low,Public,2,Male,64
10,93,Low,No,7,52,Medium,Yes,2,Medium,Medium,Public,3,Male,66
14,80,Low,Yes,8,93,Medium,Yes,3,Low,High,Private,4,Female,67
14,94,High,Yes,8,83,Medium,Yes,4,Medium,Low,Public,5,Female,71
26,84,Medium,Yes,10,89,Medium,Yes,0,Low,High,Private,1,Female,70
30,87,Low,No,7,59,Medium,Yes,2,Medium,Medium,Public,3,Male,69
19,100,Medium,No,6,66,High,Yes,0,Low,Medium,Public,3,Male,68
19,69,Medium,Yes,6,72,Medium,No,1,Low,Medium,Public,1,Female,64
20,85,High,Yes,9,83,Low,Yes,3,Medium,Medium,Public,3,Male,70
27,78,High,Yes,5,77,Medium,Yes,0,Medium,Low,Private,3,Male,69
14,62,Medium,Yes,6,78,Medium,Yes,0,High,,Public,2,Female,63
21,61,Low,No,7,58,Medium,Yes,1,Medium,Low,Public,3,Female,60
26,65,High,No,7,74,Medium,Yes,2,Low,Medium,Public,4,Female,65
23,86,Medium,No,8,91,Medium,Yes,0,Low,Medium,Public,0,Male,67
21,83,Medium,No,5,75,Low,Yes,1,Medium,Medium,Public,4,Male,66
26,82,Low,No,7,60,Medium,No,3,Low,Medium,Public,3,Female,68
4,61,Low,Yes,7,71,High,Yes,0,Low,Low,Public,1,Male,58
24,79,Low,Yes,5,88,Medium,Yes,0,Medium,Medium,Public,3,Female,67
16,97,Medium,Yes,8,57,Low,Yes,0,Medium,Medium,Public,4,Male,68
9,76,Medium,Yes,7,79,Medium,Yes,1,Low,Medium,Public,3,Female,62
23,85,Low,No,7,98,High,No,2,Low,Medium,Public,3,Female,69
28,91,Medium,Yes,6,69,High,Yes,1,Medium,High,Private,4,Male,73
19,91,High,No,6,52,Medium,Yes,2,Low,Medium,Public,4,Male,66
26,81,Low,Yes,5,82,Medium,Yes,0,Medium,Medium,Public,5,Female,67
30,94,Medium,No,8,52,Medium,Yes,1,Medium,Low,Public,4,Female,71
28,76,Medium,Yes,9,60,Medium,Yes,1,Low,Medium,Public,2,Male,66
30,96,High,Yes,10,52,Medium,Yes,0,High,High,Public,4,Female,74
24,70,Medium,No,8,59,Low,Yes,2,Low,High,Public,5,Male,67
20,71,High,No,6,93,High,Yes,2,Medium,High,Public,2,Male,68
10,62,Medium,No,6,87,High,Yes,2,Low,High,Public,3,Male,61
19,92,Medium,No,8,67,Medium,Yes,2,Medium,Medium,Private,2,Female,69
15,77,Low,Yes,7,95,Low,Yes,4,Low,Medium,Public,4,Male,65
33,69,Medium,Yes,7,83,Medium,Yes,2,Medium,Low,Public,2,Male,71
19,69,Medium,No,7,72,Medium,Yes,1,Low,Low,Public,2,Female,61
21,96,Medium,Yes,9,53,Medium,Yes,0,Low,High,Public,3,Male,70
23,93,Medium,No,6,87,Medium,Yes,2,Medium,Medium,Private,3,Male,70
20,82,Medium,Yes,9,69,Low,Yes,1,Medium,Medium,Public,3,Male,69
30,85,High,Yes,7,65,High,Yes,2,Low,Medium,Public,3,Female,70
16,79,High,Yes,6,64,Medium,Yes,4,Low,Low,Public,4,Male,67
21,76,Low,No,6,50,Low,Yes,2,Low,Medium,Public,4,Female,63
16,97,Medium,No,7,87,Medium,Yes,1,High,Medium,Public,3,Female,70
12,65,Medium,No,8,57,Medium,Yes,1,High,High,Private,5,Female,61
16,77,Low,Yes,6,76,Low,Yes,1,Low,Medium,Public,1,Female,64
20,74,Medium,Yes,8,51,High,Yes,2,Medium,Medium,Public,3,Male,65
17,80,Medium,No,6,81,Medium,Yes,1,Medium,High,Public,1,Male,65
16,78,Medium,Yes,7,68,High,Yes,3,Low,High,Private,3,Female,66
12,81,High,Yes,5,82,Low,Yes,1,Medium,High,Public,3,Female,66
20,66,Low,Yes,8,54,Medium,Yes,2,Medium,Low,Public,2,Male,63
11,81,Low,Yes,7,63,Medium,Yes,3,Medium,Medium,Public,2,Male,66
25,70,Medium,Yes,9,56,High,Yes,0,Low,Medium,Public,1,Male,64
20,67,High,No,8,82,Medium,Yes,3,Low,High,Public,4,Male,65
11,63,High,No,7,55,Low,Yes,3,High,Medium,Private,1,Male,62
18,91,Low,Yes,9,81,High,Yes,4,High,Medium,Public,5,Male,71
15,77,Medium,Yes,8,57,Low,Yes,1,Low,Medium,Public,2,Male,63
22,85,Medium,No,9,97,High,Yes,0,Medium,High,Public,3,Male,70
28,89,Medium,Yes,6,71,Low,Yes,2,Low,Medium,Private,4,Male,70
9,87,Medium,No,8,56,Medium,Yes,1,Medium,High,Public,3,Female,65
21,79,High,Yes,8,52,Medium,Yes,1,Low,,Public,3,Female,66
19,76,Medium,Yes,5,66,Medium,Yes,2,Medium,Medium,Private,4,Female,66
24,75,Medium,No,9,95,High,Yes,0,Medium,High,Public,2,Male,68
21,86,High,No,5,57,Medium,Yes,1,Low,Medium,Private,3,Male,68
15,80,High,Yes,5,90,Medium,Yes,4,Medium,High,Private,3,Female,69
18,94,Medium,Yes,4,71,Medium,Yes,3,High,Low,Public,3,Female,71
15,95,Medium,Yes,8,90,Low,Yes,2,Low,,Private,1,Male,69
26,67,Medium,Yes,5,94,Medium,Yes,0,Medium,Medium,Public,2,Male,68
20,65,Medium,Yes,6,100,Medium,Yes,2,Low,High,Public,5,Male,67
31,85,High,No,8,53,Medium,Yes,2,Low,High,Public,3,Male,72
20,72,High,Yes,7,90,High,Yes,2,Medium,Medium,Public,3,Male,68
16,61,High,Yes,6,53,Low,Yes,0,High,Medium,Public,4,Female,60
11,96,Medium,No,5,66,High,Yes,2,Low,Medium,Public,4,Male,68
9,69,High,Yes,7,82,High,Yes,1,High,High,Public,2,Female,65
10,97,Low,No,8,72,High,Yes,0,Low,Medium,Public,3,Female,67
22,89,Low,No,8,78,Low,Yes,4,High,Medium,Private,3,Female,70
23,91,Medium,Yes,10,98,High,Yes,0,Low,High,Private,3,Female,70
11,68,Medium,No,6,91,Low,Yes,3,Low,High,Public,2,Female,61
25,69,High,Yes,5,68,Medium,Yes,2,High,High,Public,4,Male,68
17,81,Medium,No,7,80,High,Yes,1,Low,Medium,Public,3,Female,67
21,67,Medium,No,7,52,Medium,Yes,3,Low,Medium,Public,3,Female,62
30,72,Medium,No,7,73,Medium,Yes,0,High,Medium,Public,4,Male,66
25,73,High,Yes,6,80,Medium,Yes,3,High,Medium,Public,2,Female,69
18,66,Medium,Yes,4,86,Medium,Yes,2,Medium,Medium,Public,4,Female,66
15,68,Medium,Yes,5,95,Medium,Yes,0,High,Medium,Public,5,Female,64
7,92,High,No,8,64,High,Yes,1,Low,Low,Public,4,Male,66
16,67,Medium,No,7,95,Low,Yes,2,Medium,Medium,Public,5,Male,63
19,61,Low,Yes,8,83,Low,Yes,1,Medium,Medium,Private,3,Male,62
14,85,Medium,Yes,8,54,Low,Yes,1,High,Medium,Private,4,Male,65
19,99,Low,No,8,69,Low,Yes,0,High,Medium,Private,2,Male,68
20,73,High,Yes,8,74,Low,Yes,1,Low,Low,Private,4,Male,65
19,65,Medium,Yes,7,68,Low,Yes,1,Low,Low,Public,4,Female,63
16,83,High,Yes,7,56,Medium,Yes,3,Medium,Medium,Public,2,Male,68
21,96,Medium,Yes,4,78,Low,Yes,2,High,Medium,Private,2,Male,72
23,91,High,No,6,57,Medium,Yes,2,Low,Medium,Private,3,Male,69
13,85,Low,No,6,96,Low,Yes,1,Low,High,Public,5,Male,66
28,73,Low,Yes,7,93,High,Yes,2,Low,High,Private,3,Male,68
19,82,Low,No,6,74,Medium,Yes,1,Medium,High,Public,2,Male,64
20,64,Medium,Yes,8,53,Low,Yes,1,Low,Medium,Public,2,Male,61
24,87,Low,No,6,78,High,Yes,0,Low,Low,Public,2,Male,67
21,89,Medium,Yes,9,80,Medium,Yes,0,Medium,Low,Public,3,Male,68
26,99,Medium,No,6,94,High,Yes,2,Medium,Medium,Public,3,Male,74
22,70,Medium,Yes,6,53,Medium,Yes,3,Medium,High,Public,2,Female,67
16,61,Medium,Yes,6,85,Medium,Yes,2,Medium,Medium,Private,3,Male,64
22,82,Low,No,6,78,Medium,Yes,3,Medium,High,Public,3,Male,69
13,88,High,Yes,9,59,Medium,Yes,0,Low,Medium,Private,3,Female,63
21,92,Medium,No,7,56,Medium,Yes,0,Low,Medium,Private,4,Female,67
20,68,High,Yes,7,85,Medium,Yes,1,Medium,Medium,Public,3,Male,65
19,70,Medium,Yes,6,67,Medium,Yes,5,Medium,Low,Public,4,Female,67
19,81,High,No,7,100,Medium,Yes,1,Low,Medium,Private,5,Female,68
9,73,Medium,Yes,7,95,Medium,No,3,Low,Medium,Private,3,Male,62
17,94,High,Yes,7,78,Medium,Yes,1,Low,High,Public,3,Female,70
21,79,Low,Yes,7,82,Medium,Yes,1,High,Medium,Public,3,Female,67
21,92,High,Yes,9,58,Medium,Yes,2,High,Medium,Public,5,Female,89
14,83,High,Yes,7,95,Low,Yes,1,Low,Medium,Private,2,Female,65
28,91,Low,Yes,5,73,Medium,No,2,Medium,Medium,Public,2,Female,69
15,73,Medium,No,7,76,High,Yes,2,Low,Medium,Public,4,Female,64
26,93,High,No,6,94,Medium,Yes,6,High,Medium,Private,4,Female,74
23,71,Medium,No,8,50,Medium,Yes,0,High,Medium,Public,2,Female,64
16,82,Low,No,7,75,Medium,Yes,0,Low,Medium,Public,2,Female,64
31,69,Medium,Yes,9,81,Medium,Yes,2,Medium,Medium,Private,2,Male,67
13,79,Low,Yes,6,58,High,Yes,2,Medium,Medium,Public,4,Male,63
26,73,High,Yes,7,53,Low,Yes,3,Medium,High,Private,5,Female,68
26,71,Low,Yes,5,77,Low,Yes,0,Medium,Medium,Public,5,Male,66
16,99,Low,Yes,7,77,High,Yes,0,Low,Medium,Public,3,Female,68
28,66,Medium,No,5,67,Medium,Yes,1,High,Medium,Private,1,Female,68
18,91,Medium,No,7,94,Medium,Yes,3,Low,Medium,Private,2,Female,69
22,99,High,No,7,65,Medium,Yes,3,Low,Low,Public,3,Female,71
22,61,Low,Yes,7,76,Medium,Yes,1,High,Medium,Public,3,Female,65
19,88,Low,Yes,8,59,Medium,Yes,2,Medium,Medium,Private,4,Male,67
25,70,Medium,No,7,51,Medium,Yes,1,High,Medium,Public,4,Female,65
25,62,High,No,5,71,Medium,Yes,0,Low,High,Private,4,Male,65
10,76,Medium,No,6,76,Medium,Yes,1,High,High,Public,2,Male,80
28,97,Medium,Yes,7,88,High,Yes,2,Medium,Medium,Public,2,Male,74
10,60,Medium,No,7,72,Low,No,3,Medium,Low,Public,3,Male,59
26,84,Medium,No,7,64,Low,Yes,2,High,High,Public,3,Male,69
27,80,Medium,Yes,9,80,Medium,Yes,0,High,Medium,Public,2,Male,66
13,95,Medium,Yes,7,69,Medium,Yes,1,Low,Low,Public,2,Female,66
18,63,High,No,8,62,Medium,Yes,2,High,Medium,Public,4,Female,65
13,87,High,Yes,4,96,Low,Yes,3,Low,Low,Public,3,Male,67
19,87,High,No,8,77,Low,Yes,3,Low,Medium,Private,4,Male,69
18,87,Medium,Yes,10,60,High,Yes,2,Medium,Medium,Public,3,Female,68
25,98,Medium,Yes,9,84,Medium,Yes,1,Medium,High,Private,2,Female,73
28,93,Low,Yes,6,90,Medium,Yes,1,Low,Medium,Public,2,Female,71
28,62,High,Yes,10,88,Medium,Yes,0,Low,High,Public,2,Male,67
17,79,Medium,Yes,7,80,Low,Yes,1,High,High,Public,3,Female,67
19,76,High,No,7,76,Medium,Yes,0,High,High,Public,2,Male,66
10,72,Medium,No,7,89,Medium,Yes,3,Medium,Medium,Public,4,Female,63
15,78,High,No,7,85,Medium,No,1,High,Medium,Public,1,Male,65
26,75,Medium,Yes,4,79,Medium,Yes,2,High,Medium,Public,1,Male,67
30,77,Medium,Yes,8,83,Medium,Yes,1,Low,Low,Public,3,Male,69
13,99,Medium,Yes,7,58,Medium,Yes,1,Low,Medium,Public,2,Male,67
16,64,High,Yes,7,51,High,Yes,4,High,High,Public,3,Male,66
20,97,High,Yes,7,97,Low,Yes,2,Medium,High,Private,4,Female,74
22,79,High,No,6,97,Medium,No,2,High,,Public,2,Female,69
15,85,Low,Yes,7,89,High,Yes,0,Medium,Medium,Public,4,Female,66
23,93,High,Yes,9,69,Low,Yes,0,Medium,Medium,Private,3,Male,69
17,74,Medium,Yes,8,58,Low,Yes,1,High,Medium,Public,2,Male,63
20,77,Medium,Yes,7,68,Medium,No,0,Medium,High,Private,3,Female,65
23,76,Low,No,7,86,Low,No,1,Low,Medium,Private,4,Male,64
20,75,Low,No,7,67,High,Yes,0,Medium,Medium,Private,4,Male,64
17,97,Low,Yes,6,90,Low,Yes,2,Medium,Low,Public,2,Male,69
19,93,High,No,7,84,Medium,Yes,5,Low,High,Public,3,Female,73
19,64,Medium,Yes,8,81,High,Yes,1,Medium,Medium,Public,3,Male,62
18,64,Low,Yes,7,97,Low,Yes,2,Medium,Low,Private,4,Male,62
18,77,Medium,Yes,6,95,High,Yes,0,Medium,High,Private,2,Female,68
30,64,Medium,No,7,86,Low,Yes,1,Medium,Medium,Private,3,Female,66
23,85,Low,Yes,8,60,High,Yes,2,Medium,Medium,Public,1,Female,68
18,66,Low,Yes,5,97,Medium,Yes,4,Medium,Medium,Public,4,Male,66
24,81,Low,Yes,6,61,Low,Yes,3,Medium,Medium,Public,3,Male,69
18,60,Medium,Yes,5,69,Medium,Yes,0,Medium,Medium,Public,2,Female,62
27,73,Low,No,7,91,Medium,Yes,2,High,Medium,Public,4,Female,68
22,87,Medium,No,8,60,Low,Yes,2,Medium,High,Public,2,Male,67
19,79,Low,No,9,82,Medium,Yes,1,Low,Medium,Private,4,Male,65
23,99,Low,No,9,73,Medium,Yes,0,Low,Medium,Public,4,Male,69
11,95,Medium,No,6,81,High,Yes,2,Low,Low,Public,3,Male,67
13,74,Low,Yes,7,98,High,Yes,0,Medium,Medium,Public,3,Female,64
13,62,Low,Yes,6,90,Medium,No,3,High,High,Private,3,Female,62
21,94,Medium,Yes,9,65,Low,Yes,5,High,High,Private,3,Male,71
30,96,Medium,Yes,9,53,Medium,No,0,Medium,Medium,Private,3,Male,72
33,93,High,Yes,7,98,Low,Yes,0,Medium,Medium,Public,2,Female,74
24,65,Low,No,6,79,Low,Yes,1,Medium,High,Public,2,Male,66
23,100,High,Yes,4,59,Medium,Yes,2,Medium,Medium,Public,4,Female,72
9,70,High,No,5,81,Medium,Yes,1,High,High,Private,4,Female,65
17,89,High,Yes,4,52,High,Yes,0,Low,Medium,Public,3,Female,67
15,96,Medium,Yes,5,59,High,Yes,2,Medium,High,Private,2,Male,70
16,69,High,Yes,10,82,Medium,Yes,0,Low,High,Public,1,Male,62
19,96,Low,Yes,5,70,High,Yes,0,Low,Medium,Public,2,Male,66
17,72,Low,Yes,5,66,Medium,Yes,2,High,High,Public,3,Male,65
8,99,Low,Yes,6,83,High,Yes,2,Medium,High,Public,4,Male,70
24,71,High,Yes,10,93,Low,Yes,2,Medium,Medium,Private,2,Female,69
14,98,Medium,Yes,7,84,Low,Yes,3,High,Medium,Public,3,Female,70
21,62,High,No,8,73,Medium,Yes,2,High,Medium,Private,2,Female,66
32,88,Medium,Yes,7,83,Low,Yes,1,Low,High,Private,4,Male,73
14,81,High,No,4,85,Low,Yes,3,Medium,High,Public,4,Female,69
5,79,High,Yes,9,89,Low,Yes,3,Medium,Medium,Private,3,Female,66
18,69,High,Yes,8,65,Medium,Yes,4,Medium,Medium,Public,4,Male,65
27,88,Medium,No,7,56,High,Yes,2,Low,Medium,Public,4,Female,70
32,68,High,No,10,84,Medium,Yes,0,Medium,High,Private,2,Male,70
13,82,High,No,6,56,High,Yes,2,Low,High,Public,4,Male,67
23,70,Medium,Yes,7,73,High,Yes,1,Low,Medium,Private,3,Male,68
17,98,Medium,Yes,6,62,Low,Yes,1,Medium,Medium,Private,2,Female,68
19,61,High,No,9,67,Medium,Yes,0,Low,Medium,Public,2,Female,61
36,68,Medium,Yes,8,74,High,Yes,2,Medium,Medium,Public,3,Male,70
11,70,High,No,7,95,High,Yes,0,Low,High,Public,5,Male,65
22,77,Low,Yes,5,84,Medium,No,3,High,Medium,Public,2,Male,66
23,69,Medium,Yes,6,59,Medium,Yes,3,High,Medium,Public,3,Male,67
27,80,Low,Yes,5,94,High,Yes,3,High,Medium,Public,3,Male,69
21,95,Medium,No,9,75,Medium,Yes,1,Low,Medium,Public,2,Male,69
22,88,Medium,Yes,5,60,Low,Yes,1,Low,Medium,Public,2,Male,67
18,83,High,No,9,76,Medium,Yes,0,Medium,Low,Private,4,Female,66
22,64,Low,Yes,9,60,Medium,Yes,1,High,High,Private,2,Male,63
18,88,High,No,6,68,Low,Yes,0,Medium,High,Public,4,Female,67
24,67,High,Yes,6,90,Medium,Yes,0,Low,Medium,Public,1,Male,64
18,91,Medium,No,6,83,Medium,Yes,2,Low,Medium,Private,4,Male,68
22,70,Medium,Yes,8,74,Low,Yes,2,Low,High,Public,2,Male,65
20,77,Medium,No,9,61,Medium,Yes,2,Medium,Medium,Public,3,Male,65
27,74,Medium,Yes,9,64,High,No,1,Low,Medium,Public,3,Male,65
20,94,Low,Yes,6,99,Medium,Yes,0,Medium,Medium,Public,4,Female,70
9,65,Medium,Yes,9,67,Medium,Yes,1,High,Medium,Public,3,Female,62
28,83,High,No,9,81,Medium,Yes,0,Low,Medium,Public,4,Male,68
15,66,Low,Yes,7,75,Low,Yes,0,High,High,Public,3,Male,62
16,88,Medium,Yes,7,51,Medium,Yes,0,Medium,Medium,Public,3,Female,68
16,96,High,Yes,9,97,Medium,Yes,0,Medium,High,Private,5,Male,72
28,77,High,Yes,9,54,Low,Yes,1,High,Medium,Public,3,Female,70
7,80,High,No,9,83,Low,No,3,Medium,Medium,Public,3,Female,62
39,97,High,Yes,10,91,Medium,Yes,2,Low,Medium,Public,3,Female,79
26,81,Medium,Yes,8,87,Medium,Yes,2,High,High,Public,1,Male,73
21,80,High,Yes,7,90,High,Yes,1,Low,Low,Public,2,Male,68
20,83,High,Yes,9,87,Low,Yes,0,High,Medium,Public,2,Male,68
22,88,Medium,Yes,10,72,Medium,Yes,2,Low,High,Public,2,Female,69
23,64,Medium,Yes,6,95,High,Yes,1,Low,Medium,Public,2,Female,63
24,93,Medium,Yes,7,96,Medium,No,5,High,Medium,Public,4,Female,74
23,77,Medium,Yes,5,72,Medium,Yes,2,High,High,Public,5,Female,69
21,63,Medium,No,8,74,Medium,Yes,0,Low,Medium,Public,3,Female,61
19,91,Medium,Yes,8,74,Low,Yes,4,Medium,Medium,Public,2,Female,69
19,75,Medium,No,6,64,High,Yes,2,Low,Medium,Public,3,Female,64
19,64,Medium,Yes,9,56,Low,Yes,2,Low,Medium,Public,4,Female,63
27,85,Low,No,6,63,Low,Yes,1,Low,Medium,Public,2,Male,68
24,95,High,Yes,6,92,Medium,Yes,2,Low,Medium,Public,3,Male,72
2,96,Low,Yes,9,77,Medium,Yes,3,Medium,,Public,2,Female,65
24,98,Low,No,6,93,Low,No,2,Low,Low,Public,4,Male,69
21,95,Medium,No,5,87,Low,Yes,2,Medium,Medium,Private,4,Male,70
20,60,Medium,Yes,8,67,Low,Yes,1,Medium,Medium,Public,4,Female,63
18,75,Low,Yes,7,59,Low,Yes,0,Medium,Medium,Public,2,Female,62
27,93,Medium,Yes,9,78,Low,Yes,1,Low,Medium,Public,2,Female,72
26,75,High,No,8,97,Medium,Yes,1,Low,Medium,Public,4,Male,69
15,84,Medium,No,4,92,Low,Yes,2,Medium,Medium,Public,3,Female,66
22,84,Medium,Yes,9,88,Medium,Yes,2,Low,High,Private,4,Male,71
14,75,Low,No,10,88,Medium,Yes,2,Low,Medium,Private,3,Female,62
12,96,Medium,Yes,9,76,Medium,Yes,2,Medium,High,Public,2,Male,68
16,80,High,No,9,58,Low,Yes,0,Medium,Medium,Public,2,Female,63
25,79,Medium,Yes,7,64,Medium,Yes,0,Low,Medium,Public,3,Female,66
26,100,High,Yes,6,79,High,Yes,1,Medium,High,Public,3,Male,75
23,80,Medium,Yes,7,66,High,Yes,1,High,High,Private,4,Female,69
24,67,High,No,8,89,Medium,Yes,2,High,Low,Private,3,Female,68
23,81,High,No,8,69,Medium,Yes,5,Medium,Medium,Public,2,Male,69
16,93,High,No,6,56,Medium,Yes,2,Low,Medium,Public,4,Male,67
23,91,High,Yes,6,89,Medium,Yes,3,Medium,Medium,Private,3,Male,73
25,92,Medium,Yes,5,85,Low,Yes,1,Low,Medium,Public,1,Male,71
25,88,High,Yes,8,63,Medium,Yes,2,High,Medium,Public,3,Female,71
27,70,Medium,No,6,99,High,Yes,2,Low,Medium,Private,2,Female,68
24,94,High,No,7,70,Medium,Yes,1,High,Medium,Public,1,Male,70
22,96,Low,Yes,10,84,Low,Yes,1,High,High,Public,3,Male,71
26,68,Medium,No,8,96,High,Yes,1,Medium,High,Public,2,Male,69
20,65,High,No,7,58,Medium,No,3,Low,Medium,Private,4,Male,63
15,99,Low,Yes,8,94,Medium,Yes,2,Medium,Medium,Private,3,Male,71
19,95,Medium,Yes,9,85,Medium,No,2,Low,Medium,Public,3,Male,69
16,96,High,Yes,5,58,Medium,Yes,2,High,Low,Public,5,Male,71
16,95,Medium,No,6,83,Low,Yes,2,Low,High,Private,3,Female,68
19,82,Medium,No,7,94,Medium,Yes,1,Medium,Medium,Public,3,Female,68
15,86,Medium,No,6,90,Medium,Yes,0,Medium,High,Public,3,Male,66
18,82,Medium,No,7,88,Medium,Yes,3,Low,Medium,Public,3,Female,67
9,62,Low,Yes,5,58,Low,Yes,0,Medium,High,Private,5,Female,59
21,90,Low,No,8,60,Medium,Yes,1,Low,Medium,Public,2,Female,66
20,80,Low,No,6,77,Low,Yes,0,Medium,High,Private,3,Male,64
15,86,Medium,No,7,79,Medium,Yes,1,Low,Medium,Public,3,Female,64
24,80,Medium,Yes,7,97,Medium,Yes,0,Low,High,Private,4,Female,69
26,80,High,No,8,73,High,Yes,1,Medium,Medium,Public,3,Male,69
10,67,Medium,No,4,65,Medium,No,3,Medium,Medium,Public,3,Male,61
15,71,High,No,8,60,Medium,Yes,0,Low,High,Private,3,Female,62
15,66,Low,No,7,53,Medium,Yes,2,Medium,High,Public,3,Female,61
14,68,Medium,Yes,8,53,High,Yes,1,Medium,High,Private,2,Female,63
25,99,Medium,No,5,79,Low,Yes,2,Low,Medium,Public,4,Female,71
19,66,High,Yes,8,59,Medium,Yes,1,Medium,Low,Public,2,Female,65
18,71,High,Yes,9,93,Medium,Yes,1,Low,High,Private,4,Male,68
8,84,High,No,7,80,Medium,Yes,1,High,High,Public,4,Male,67
24,84,Low,Yes,6,93,High,Yes,2,Low,Medium,Public,1,Female,70
13,66,High,Yes,6,71,Medium,Yes,3,Medium,Medium,Public,3,Male,64
20,92,Medium,No,8,80,High,Yes,0,Medium,Medium,Private,3,Male,71
22,91,High,Yes,8,76,Low,Yes,2,Medium,Medium,Public,3,Female,71
